Date,opening_price,highest_price,lowest_price,closing_price,transactions_in_blockchain,avg_block_size,sent_by_adress,avg_mining_difficulty,avg_hashrate,mining_profitability,sent_coins_in_usd,avg_transaction_fees,median_transaction_fees,avg_block_time,avg_transaction_value,median_transaction_value,tweets,google_trends,active_addresses,top100_to_total_percentage,avg_fee_to_reward,number_of_coins_in_circulation,miner_revenue,next_day_closing_price
2013-01-15,13.65,14.1,13.5,14.1,44901,158297,42374,3249550,22198026496626,1924,27597383,0.0104,0.00698,11.901,648.283,15.479,8193,1.54,57627,19.219,1.101,10667550.0,45756.235,14.2
2013-01-16,14.1,14.32,13.88,14.2,53498,180738,43595,3249550,19835939774735,2374,30788170,0.0109,0.0071,10.992,590.869,14.691,8193,1.64,58423,19.218,1.246,10672975.0,47878.29,14.53
2013-01-17,14.15,14.65,14.01,14.53,47989,199981,40671,3249550,20969546564873,1993,25771774,0.0117,0.00743,12.973,564,16.337,8193,2.087,58918,19.192,1.349,10676100.0,43307.4559819976,15.36
2013-01-18,14.53,15.47,14.45,15.36,49018,185202,40809,3249550,18907736529000,2479,24117217,0.0117,0.00765,11.901,514.46,19.877,8193,1.64,57056,19.197,1.231,10679625.0,56844.82752,15.57
2013-01-19,15.34,15.7,15.17,15.57,56016,159641,35285,3249550,22158442295424,2702,21909191,0.0174,0.00765,9.351,419.126,13.341,8193,1.569,49357,19.203,1.628,10678900.0,52961.37,15.38
2013-01-20,15.52,15.65,15.32,15.38,41241,140579,32911,3249550,21674994353485,2323,16550982,0.0123,0.00767,11.077,443.448,19.702,8193,1.483,46087,19.217,1.008,10686575.0,59220.9635158945,15.5
2013-01-21,15.48,15.69,15.38,15.5,40309,139503,31310,3249550,22864522068392,2304,16740904,0.0116,0.00791,10.909,449.736,21.511,8193,1.597,45937,19.179,0.892,10689775.0,56798.11,16.52
2013-01-22,15.62,16.98,15.45,16.52,43608,144785,36118,3249550,21713581231494,2785,22137670,0.0127,0.00832,10,555.379,33.267,8193,1.698,53483,19.218,0.916,10690550.0,59714.3155,17.35
2013-01-23,16.53,17.6,16.45,17.35,46552,174300,34646,3187155,21567891937683,2521,39052736,0.0162,0.00851,11.429,878.955,29.426,8193,1.755,47347,19.268,1.394,10696825.0,62405.3387112379,17.5
2013-01-24,17.5,17.6,16.86,17.5,46065,150792,37855,2968775,21223986796803,3147,23806821,0.0162,0.00847,9.231,591.096,25.663,8193,2.216,60698,19.159,1.12,10700300.0,66204.322,17.29
2013-01-25,17.5,19.2,16.0,17.29,48374,164142,37028,2968775,21510905531528,2711,24360021,0.0144,0.00841,10.511,541.34,22.116,8193,1.64,49558,19.206,1.198,10704050.0,66917.94948,17.49
2013-01-26,17.15,17.72,16.12,17.49,52210,152095,38921,2968775,20841915226007,3252,21305003,0.0158,0.00858,9.231,439.352,18.762,8193,1.655,54647,19.353,1.217,10702050.0,77859.5137885116,17.49
2013-01-27,17.3,17.49,16.67,17.49,55262,162121,38878,2968775,22728431300271,2907,24090278,0.0149,0.00864,9.536,457.9,17.267,8193,1.569,49578,19.373,1.252,10711550.0,69039.9,17.6
2013-01-28,17.49,17.6,17.08,17.6,52033,168341,37570,2968775,22476695860834,2930,27738837,0.0147,0.00886,9.796,572.558,23.675,8193,2.201,54294,19.371,1.164,10715600.0,81180.0,18.67
2013-01-29,17.6,18.74,17.48,18.67,51545,157297,38413,2968775,22399171942060,3310,42090352,0.0178,0.00927,9.114,868.719,25.136,8193,2.547,55616,19.402,1.244,10713625.0,89221.1484873793,19.35
2013-01-30,18.6,19.85,18.53,19.35,41066,127368,32080,2968775,22698262221124,3227,32182083,0.0161,0.00949,9.412,1237,34.131,8193,2.187,44535,19.489,0.907,10723975.0,102692.56,19.45
2013-01-31,19.46,19.47,18.85,19.45,51440,124484,34905,2968775,25826744755362,3720,29133247,0.0183,0.00986,7.461,605.129,19.698,8193,2.805,47844,19.45,0.985,10727800.0,82516.2,20.46
2013-02-01,19.45,21.0,19.27,20.46,59235,179045,46691,2968775,25013937595995,3013,34707623,0.0178,0.0101,9.796,616.258,16.154,8193,2.745,64410,19.465,1.406,10725500.0,87344.8827794721,20.35
2013-02-02,20.3,20.9,20.04,20.35,54312,158622,40201,2968775,23935365020142,3262,23825891,0.0272,0.01,9.412,496.423,20.005,8193,2.745,56581,19.41,1.9,10735950.0,86793.96,19.82
2013-02-03,20.35,20.53,19.5,19.82,60978,149217,40531,2968775,23684866610024,3974,24649912,0.0171,0.01,7.742,453.162,15.92,8193,2.745,57504,19.406,1.11,10737050.0,93609.35,20.29
2013-02-04,19.76,20.59,19.57,20.29,54841,153462,39326,2968775,26645231420008,3129,29860399,0.0166,0.0101,8.78,734.492,20.178,8193,2.196,57371,19.388,1.094,10744650.0,88185.4558733167,20.3
2013-02-05,20.55,20.7,19.9,20.3,53253,141625,45083,3115692,26545049722662,3196,38319112,0.016,0.0101,8.623,753.836,30.846,8193,2.196,59937,19.407,1.008,10748500.0,82839.5337,20.5
2013-02-06,20.3,20.69,20.08,20.5,42409,129281,38796,3275465,25262749619426,2984,36198000,0.0156,0.0102,9.863,893.437,33.341,8193,2.745,53658,19.378,0.879,10748650.0,82951.75,20.91
2013-02-07,20.56,20.99,20.33,20.91,61083,177722,42246,3275465,24062881259617,3438,34569462,0.0169,0.0106,9.351,597.649,17.012,8193,1.647,58309,19.395,1.249,10756000.0,96945.234758737,21.71
2013-02-08,20.91,21.96,20.9,21.71,60770,180315,42502,3275465,24676363127521,3408,45157393,0.0178,0.011,9.536,789.145,21.498,8193,2.196,60204,19.375,1.291,10759400.0,81551.59677,22.4
2013-02-09,21.95,22.63,21.81,22.4,57607,179295,38859,3275465,23656768774177,3488,36078893,0.0179,0.0114,10.07,715.526,22.796,8193,2.196,56349,19.329,1.25,10760125.0,97835.20494,23.14
2013-02-10,22.4,23.5,22.24,23.14,56282,153941,41834,3275465,25251475909911,3749,29858039,0.0187,0.0116,8.944,563.173,18.597,8193,2.196,57584,19.342,1.114,10767475.0,123391.290727767,23.7
2013-02-11,23.46,23.8,22.85,23.7,57435,164838,37215,3275465,26992798062615,3534,29243330,0.0201,0.0119,9.057,545.052,21.224,8193,2.196,52289,19.358,1.216,10771050.0,93364.60131,23.94
2013-02-12,23.74,23.94,23.16,23.94,58412,192455,38370,3275465,23674640176159,3588,27270666,0.02,0.0121,10.36,523.037,23.002,8193,3.294,51859,19.43,1.379,10771775.0,103773.56024,25.47
2013-02-13,23.94,25.85,23.87,25.47,58919,158338,37950,3275465,24826454479474,4231,25208127,0.0231,0.0121,8.421,499.386,17.88,8193,2.196,53161,19.435,1.3,10779075.0,112723.823173785,25.0
2013-02-14,25.33,25.97,25.0,25.0,50777,157823,35874,3275465,26870565712458,3576,35260549,0.0215,0.0126,9.536,740.467,25.252,8193,3.294,51475,19.419,1.141,10783475.0,120226.45794,27.4
2013-02-15,25.0,27.5,22.42,27.4,55468,145857,36167,3275465,27156796278792,4400,31760756,0.0272,0.0132,8.045,606.872,21.064,8193,2.745,50142,19.383,1.268,10783050.0,129340.89002,27.0
2013-02-16,27.4,27.56,26.72,27.0,51244,124879,32649,3275465,30223206950930,4194,32044813,0.0263,0.0133,7.619,652.056,17.723,8193,3.294,47112,19.383,1.067,10792850.0,146673.506415204,27.5
2013-02-17,27.43,27.58,26.71,27.5,49447,126013,33554,3275465,31017709194699,4062,26997794,0.0251,0.0133,7.66,610.099,18.356,8193,3.294,45575,19.191,0.99,10796875.0,108978.8016,26.98
2013-02-18,27.36,27.5,25.25,26.98,50213,143939,35640,3639349,32387091022292,3333,29948132,0.0238,0.0133,8.944,649.143,21.207,8193,3.842,47236,19.188,1.111,10794525.0,120917.958,26.92
2013-02-19,26.81,27.0,26.29,26.92,54360,160437,36589,3651012,28854396715794,3860,35449679,0.0236,0.0138,9.057,737.778,18.93,8193,2.745,49400,19.201,1.157,10805350.0,115304.216650579,29.39
2013-02-20,26.92,29.5,26.7,29.39,59555,149348,36651,3651012,31170133992683,4526,31022271,0.0243,0.0145,7.461,579.317,18.493,8193,3.294,50783,19.348,1.027,10805950.0,148166.19664,30.0
2013-02-21,29.39,30.07,29.21,30.0,55740,142209,38285,3651012,34496658944091,3778,28308162,0.027,0.0146,8.182,547.571,18.739,8193,2.745,50633,19.347,1.16,10814300.0,126106.981,30.0
2013-02-22,30.0,30.14,29.6,30.0,62001,166975,40643,3651012,29962951413921,4202,43329245,0.0251,0.0146,8.471,740.879,18.241,8193,3.294,54319,19.406,1.241,10818350.0,141471.759469232,30.4
2013-02-23,29.96,31.49,29.9,30.4,57722,163090,38854,3651012,30744369808546,3914,30312993,0.0242,0.0145,8.78,641.262,18.558,8193,3.294,51375,19.36,1.165,10817275.0,125614.55442,29.54
2013-02-24,30.37,30.44,27.67,29.54,57008,159389,39305,3651012,29867328019003,3800,45883097,0.0227,0.0144,9.231,857.425,14.922,8193,2.745,52050,19.246,1.144,10827325.0,149404.79939,29.78
2013-02-25,29.55,30.37,29.08,29.78,66940,149724,40722,3651012,33103328091129,4495,50988547,0.0287,0.0144,7.059,799.813,14.371,8193,3.294,56628,19.218,1.293,10831200.0,166362.790813607,30.43
2013-02-26,29.79,30.49,29.78,30.43,63272,174688,42317,3651012,31111147739460,3941,39048848,0.0262,0.0146,8.675,748.307,18.647,8193,2.745,58809,19.248,1.357,10828675.0,160997.07987,31.1
2013-02-27,30.43,32.0,29.85,31.1,60756,145754,38654,3651012,34336725643454,4242,42867868,0.0268,0.0149,7.461,750.436,17.938,8193,3.294,55051,19.235,1.121,10840550.0,145256.04336,31.31
2013-02-28,31.01,31.77,30.45,31.31,62853,173582,40736,3651012,32340368603539,4132,43827553,0.0303,0.0157,8.571,737.42,19.41,8193,4.391,59805,19.247,1.429,10840050.0,141117.849500341,33.53
2013-03-01,31.31,34.42,31.31,33.53,64383,196538,44701,3844376,31229147414650,4117,47303908,0.0351,0.0166,9.474,846.702,20.054,8193,4.391,63070,19.233,1.762,10848250.0,130023.7632,34.55
2013-03-02,33.53,34.75,33.25,34.55,55680,180356,33208,4367876,32212752870244,3779,45859040,0.0304,0.0166,9.931,885.469,16.467,8193,2.745,49229,19.268,1.395,10852050.0,130978.36887,34.16
2013-03-03,34.55,34.77,33.6,34.16,54298,157083,31196,4367876,32946997321020,4010,25958762,0.0269,0.0162,8.944,554.34,14.556,8193,3.294,46060,19.347,1.108,10851275.0,144564.65149636,34.33
2013-03-04,34.29,34.34,33.91,34.33,63865,164681,36840,4367876,37625574597929,4016,29831574,0.0288,0.0334,8.045,507.538,18.657,8193,3.294,53538,19.395,1.223,10860175.0,152192.04,36.52
2013-03-05,34.33,37.0,34.24,36.52,56729,194496,40287,4367876,34319471279164,3763,67448145,0.0332,0.0183,10.36,1246,28.634,8193,4.391,57394,19.331,1.461,10864225.0,195225.0,40.75
2013-03-06,36.56,41.0,36.53,40.75,62605,194518,46619,4367876,33762489198891,4657,80370188,0.0979,0.0195,9.29,1441,26.829,8193,6.038,69151,19.39,3.91,10862700.0,174165.534890243,42.32
2013-03-07,40.66,49.17,40.66,42.32,66610,201829,44636,4367876,32346300011753,5021,56480589,0.037,0.02,9,991.525,25.635,8193,4.94,66367,19.389,1.522,10871675.0,159240.9,41.68
2013-03-08,42.31,46.0,33.0,41.68,55697,161434,39682,4367876,34788389737132,4804,46714516,0.0353,0.0206,9,890.844,27.593,8193,4.94,56595,19.505,1.18,10875925.0,197341.69368,43.76
2013-03-09,41.68,44.37,40.56,43.76,55377,156831,34959,4367876,35681046711777,5174,39440947,0.0406,0.0216,8.521,792.51,25.58,8193,4.391,54122,19.515,1.222,10873850.0,190417.32780928,46.0
2013-03-10,43.77,46.0,42.0,46.0,73661,185355,39546,4367876,39085441673308,5269,51029935,0.037,0.0444,7.869,744.165,21.725,8193,5.489,56994,19.413,1.325,10885200.0,224663.0282,45.29
2013-03-11,45.76,47.0,45.0,45.29,59125,170464,35631,4367876,38770489843291,4830,41364342,0.0381,0.0451,8.78,763.601,25.951,8193,4.94,53527,19.442,1.206,10885125.0,135053.13,48.25
2013-03-12,45.97,48.38,45.6,48.25,48349,179911,39230,4367876,29031920342347,5229,61924251,0.0608,0.0221,10.667,1354,33.695,8193,7.136,59741,19.46,1.942,10892000.0,173259.723711882,44.84
2013-03-13,48.15,48.25,36.0,44.84,56533,167512,44388,4367876,33794096268657,5036,59903815,0.0399,0.0214,9.172,1134,30.785,8193,5.489,63043,19.481,1.328,10896625.0,221251.1652,46.99
2013-03-14,44.29,47.09,44.2,46.99,57890,155957,41545,4665388,39658536998359,4944,43481222,0.0393,0.0217,8.045,883.308,28.537,8193,4.391,61115,19.491,1.165,10896450.0,203742.2156,46.95
2013-03-15,46.99,47.97,46.8,46.95,62604,172576,45573,4847647,42450730132662,4483,227868030,0.0453,0.024,8.372,3710,26.181,8193,3.842,63497,19.408,1.494,10905275.0,223424.631917718,46.9
2013-03-16,46.95,47.29,46.9,46.9,34012,100949,33429,4847647,40967010890620,4750,98379554,0.0408,0.0221,8.229,2975,43.417,8193,3.842,50918,19.405,0.717,10910350.0,242238.3414,46.74
2013-03-17,46.93,47.0,46.58,46.74,35139,80898,34225,4847647,46757473257676,4939,35367518,0.0396,0.022,6.89,1114,39.671,8193,4.391,51944,19.393,0.607,10907825.0,214949.15,47.24
2013-03-18,46.7,47.24,46.7,47.24,43295,107548,40769,4847647,47767894416009,4637,170428621,0.0404,0.0231,7.579,4006,55.488,8193,5.489,58866,19.355,0.794,10919750.0,245889.796443339,50.35
2013-03-19,47.24,51.1,46.98,50.35,45938,132453,46397,4847647,45461779499129,4862,93622497,0.0578,0.0257,8.471,2162,61.137,8193,6.587,68743,19.342,1.205,10919100.0,298596.13603,59.41
2013-03-20,49.87,60.0,48.0,59.41,46065,104037,42658,4847647,44700224572551,6863,102334024,0.0465,0.0289,6.825,2350,57.694,8193,7.685,62848,19.412,0.701,10930000.0,414829.8,64.2
